feature,importance
Local_feature_35,6.89889e-07
Local_feature_39,6.869314e-07
Aggregate_feature_67,6.848317e-07
Local_feature_82,6.8390705e-07
Aggregate_feature_60,6.838633e-07
out_BTC_mean,6.834741e-07
Aggregate_feature_71,6.820078e-07
Local_feature_7,6.8154276e-07
Aggregate_feature_33,6.80735e-07
Local_feature_10,6.772552e-07
Aggregate_feature_24,6.7616423e-07
Local_feature_51,6.704499e-07
Aggregate_feature_72,6.6991703e-07
Aggregate_feature_34,6.67693e-07
Local_feature_13,6.6597164e-07
Local_feature_2,6.652871e-07
Aggregate_feature_40,6.6373e-07
Local_feature_15,6.6192615e-07
Aggregate_feature_23,6.613225e-07
Local_feature_22,6.4509544e-07
Aggregate_feature_12,6.442369e-07
Local_feature_44,6.4422363e-07
Local_feature_27,6.352154e-07
Aggregate_feature_69,6.335223e-07
Local_feature_16,6.3256965e-07
Local_feature_63,6.294272e-07
Local_feature_30,6.281608e-07
Local_feature_4,6.262196e-07
Local_feature_17,6.249103e-07
Aggregate_feature_25,6.226709e-07
Aggregate_feature_3,6.1749313e-07
Local_feature_69,6.158744e-07
Local_feature_67,6.1107073e-07
Aggregate_feature_9,6.0763205e-07
Local_feature_42,6.064895e-07
Local_feature_18,6.0544727e-07
Local_feature_48,6.040114e-07
Aggregate_feature_15,6.0380574e-07
Local_feature_32,6.021087e-07
Aggregate_feature_70,6.0121096e-07
Local_feature_25,5.993713e-07
Aggregate_feature_27,5.951641e-07
Aggregate_feature_16,5.9261805e-07
out_BTC_min,5.897501e-07
Local_feature_1,5.8738505e-07
Local_feature_76,5.8251726e-07
Aggregate_feature_20,5.778873e-07
Local_feature_60,5.7657456e-07
Local_feature_29,5.75816e-07
Local_feature_61,5.740176e-07
Local_feature_6,5.7320085e-07
Local_feature_65,5.7076426e-07
Aggregate_feature_31,5.6981816e-07
Local_feature_8,5.660614e-07
Local_feature_23,5.659012e-07
Aggregate_feature_68,5.657581e-07
Local_feature_66,5.6422874e-07
Aggregate_feature_52,5.607607e-07
Local_feature_86,5.5700605e-07
Local_feature_19,5.5694454e-07
Aggregate_feature_32,5.5371675e-07
Local_feature_31,5.069945e-07
Local_feature_11,5.002705e-07
in_txs_degree,0.0
