feature,importance
Local_feature_59,1.2724598e-06
Local_feature_76,1.2712753e-06
Local_feature_60,1.2686384e-06
Aggregate_feature_9,1.2669921e-06
Aggregate_feature_71,1.2668468e-06
Local_feature_31,1.2647172e-06
Local_feature_41,1.2590413e-06
Aggregate_feature_27,1.2542157e-06
Local_feature_1,1.2531092e-06
Local_feature_46,1.2503135e-06
Local_feature_66,1.246642e-06
Aggregate_feature_2,1.2425488e-06
out_BTC_min,1.2276388e-06
Aggregate_feature_72,1.2268915e-06
Local_feature_65,1.2234282e-06
Local_feature_4,1.2201886e-06
Local_feature_25,1.1518978e-06
