feature,importance
Aggregate_feature_34,2.0109942e-06
Aggregate_feature_53,2.006016e-06
fees,2.0039254e-06
Local_feature_41,1.9998306e-06
Aggregate_feature_36,1.996932e-06
Local_feature_8,1.9966596e-06
Local_feature_17,1.9964189e-06
Local_feature_67,1.995935e-06
Local_feature_40,1.9894158e-06
Local_feature_50,1.987342e-06
Aggregate_feature_30,1.9848587e-06
Local_feature_59,1.9788054e-06
Local_feature_54,1.9741383e-06
Aggregate_feature_41,1.972398e-06
Local_feature_70,1.9700283e-06
Local_feature_11,1.9680344e-06
Aggregate_feature_68,1.9664255e-06
Aggregate_feature_18,1.964433e-06
in_txs_degree,1.9603106e-06
Aggregate_feature_4,1.9515073e-06
out_BTC_median,1.9445622e-06
Local_feature_83,1.9298568e-06
Aggregate_feature_31,1.9193685e-06
Local_feature_85,1.9128042e-06
Local_feature_3,1.9113495e-06
Aggregate_feature_42,1.9096628e-06
Local_feature_84,1.9058292e-06
out_txs_degree,1.2654349e-06
