feature,importance
Local_feature_71,1.377729e-06
Aggregate_feature_31,1.3773571e-06
Aggregate_feature_17,1.3656881e-06
Local_feature_24,1.3643179e-06
Local_feature_15,1.3536974e-06
Aggregate_feature_9,1.3520495e-06
Local_feature_36,1.3391592e-06
Local_feature_64,1.3347724e-06
Local_feature_32,1.3332972e-06
Aggregate_feature_29,1.3264892e-06
Aggregate_feature_18,1.3249052e-06
Aggregate_feature_14,1.3179261e-06
Aggregate_feature_30,1.3173295e-06
Local_feature_34,1.3004436e-06
Local_feature_12,1.2885912e-06
Local_feature_5,1.2725175e-06
Local_feature_48,1.2458612e-06
Local_feature_42,1.2398118e-06
