feature,importance
Aggregate_feature_38,7.31075e-07
out_BTC_min,7.284672e-07
Local_feature_39,7.268593e-07
Local_feature_59,7.2613585e-07
Aggregate_feature_2,7.244064e-07
Aggregate_feature_15,7.2416776e-07
Local_feature_29,7.208546e-07
Local_feature_25,7.194516e-07
Local_feature_74,7.162599e-07
Aggregate_feature_67,7.151362e-07
Local_feature_64,7.1351354e-07
Aggregate_feature_32,7.117876e-07
Aggregate_feature_13,7.0932737e-07
Local_feature_9,7.0596474e-07
Aggregate_feature_31,7.0552016e-07
Aggregate_feature_68,7.035706e-07
Local_feature_68,7.02527e-07
Local_feature_17,7.0065056e-07
in_BTC_min,7.006308e-07
Aggregate_feature_35,6.9875017e-07
Local_feature_42,6.9611394e-07
Local_feature_34,6.958111e-07
Aggregate_feature_46,6.919794e-07
Local_feature_15,6.917772e-07
Local_feature_66,6.905756e-07
Aggregate_feature_20,6.810601e-07
Aggregate_feature_40,6.7897446e-07
Local_feature_35,6.7842916e-07
Local_feature_21,6.772185e-07
Local_feature_54,6.7716456e-07
Aggregate_feature_29,6.7496836e-07
Local_feature_82,6.731468e-07
Local_feature_63,6.650993e-07
fees,6.6387076e-07
Local_feature_48,6.6366243e-07
Local_feature_22,6.628157e-07
Aggregate_feature_24,6.62687e-07
Local_feature_70,6.6195224e-07
Local_feature_19,6.564721e-07
Aggregate_feature_36,6.561287e-07
Local_feature_6,6.5481237e-07
Local_feature_7,6.5425616e-07
Aggregate_feature_30,6.4904884e-07
Aggregate_feature_34,6.46434e-07
Local_feature_11,6.463745e-07
Local_feature_16,6.452479e-07
Local_feature_38,6.4436745e-07
Local_feature_14,6.4084605e-07
Local_feature_4,6.339701e-07
Aggregate_feature_33,6.286085e-07
Local_feature_1,6.1748915e-07
Local_feature_58,5.865571e-07
Local_feature_50,5.8379527e-07
Local_feature_86,5.520896e-07
in_txs_degree,0.0
