feature,importance
Local_feature_44,2.2104693e-06
Local_feature_15,2.2104246e-06
Aggregate_feature_35,2.2099632e-06
Local_feature_32,2.2062861e-06
Local_feature_93,2.2039378e-06
Aggregate_feature_59,2.2029872e-06
fees,2.2009476e-06
Aggregate_feature_70,2.1936016e-06
Local_feature_57,2.1883673e-06
Local_feature_45,2.1749609e-06
Aggregate_feature_24,2.1748735e-06
Aggregate_feature_34,2.1689814e-06
Local_feature_51,2.1678081e-06
Aggregate_feature_5,2.1654912e-06
Local_feature_37,2.1653152e-06
Aggregate_feature_60,2.1652497e-06
Local_feature_72,2.1575527e-06
Local_feature_26,2.1525384e-06
Local_feature_58,2.1453607e-06
in_BTC_total,2.1434776e-06
Aggregate_feature_29,2.1394221e-06
Local_feature_42,2.1353744e-06
Local_feature_28,2.127684e-06
Local_feature_34,2.1264946e-06
Local_feature_33,2.1263602e-06
Local_feature_63,2.1169735e-06
Aggregate_feature_12,2.116141e-06
Local_feature_64,2.1150902e-06
Local_feature_30,2.1123667e-06
Aggregate_feature_68,2.1106766e-06
Local_feature_17,2.1094136e-06
Aggregate_feature_30,2.1065794e-06
Aggregate_feature_15,2.1026024e-06
Local_feature_92,2.102027e-06
Local_feature_10,2.1013623e-06
Local_feature_8,2.1002745e-06
Local_feature_31,2.0968507e-06
Local_feature_29,2.0964824e-06
Local_feature_56,2.09403e-06
Aggregate_feature_16,2.0895213e-06
Local_feature_48,2.0885043e-06
Local_feature_87,2.0867885e-06
Aggregate_feature_17,2.0867371e-06
Local_feature_75,2.0859466e-06
Local_feature_82,2.0851387e-06
Local_feature_23,2.0833202e-06
Aggregate_feature_38,2.0803163e-06
Local_feature_27,2.0802684e-06
Local_feature_50,2.0801294e-06
Local_feature_5,2.0741543e-06
Local_feature_25,2.073696e-06
Local_feature_24,2.0717036e-06
Local_feature_2,2.0698428e-06
Aggregate_feature_40,2.064425e-06
out_BTC_mean,2.0600635e-06
Aggregate_feature_9,2.0531243e-06
Local_feature_74,2.0529956e-06
Local_feature_67,2.052298e-06
Local_feature_35,2.0492052e-06
Aggregate_feature_18,2.0411132e-06
Local_feature_36,2.0409948e-06
Local_feature_86,2.0388347e-06
Local_feature_16,2.03791e-06
Aggregate_feature_48,2.0366213e-06
in_BTC_min,2.032629e-06
Local_feature_76,2.0244804e-06
Local_feature_7,2.023283e-06
Aggregate_feature_36,2.01737e-06
Aggregate_feature_47,2.0065024e-06
Local_feature_11,2.004378e-06
Aggregate_feature_13,2.0023715e-06
Aggregate_feature_33,1.9936144e-06
Local_feature_68,1.9933839e-06
Aggregate_feature_23,1.988922e-06
Aggregate_feature_31,1.9868617e-06
Local_feature_60,1.9660222e-06
Aggregate_feature_3,1.9544157e-06
Local_feature_14,1.9433432e-06
Local_feature_6,1.93913e-06
Local_feature_22,1.9360555e-06
out_BTC_median,1.9195857e-06
Local_feature_69,1.8635551e-06
Local_feature_4,1.8594217e-06
